1000,215.68117301329255
1000,226.0795462234033
2000,223.02892030573986
3000,226.14555784968132
4000,227.6413549369785
5000,226.94621047517683
6000,225.20448172772262
7000,227.6026247144266
8000,228.32127065427673
9000,229.95591972413018
10000,231.1040067891541
1000,209.37113369934954
2000,216.31985330361377
3000,218.9257565603937
4000,218.07577903147538
5000,217.56397636245973
6000,213.70563171878374
7000,215.0779169219605
8000,215.38154114401507
9000,216.38817528519058
10000,217.85069700499176
1000,223.3618840437863
2000,218.08915408263732
3000,215.44448398199359
4000,219.08423010988113
5000,220.78687009860445
6000,220.57849334748005
7000,222.24993643645462
8000,222.37885909607002
9000,219.94809415644687
10000,218.43820362904114
1000,230.72684447471656
2000,230.03553244047995
3000,228.85374080246416
4000,228.440263394855
5000,227.92167519053257
6000,226.12659009022047
7000,225.03942144131952
8000,224.47789206199366
9000,226.19154198372365
10000,226.89707183963546
