1000,14.0
1000,14.0
2000,12.0
3000,18.0
4000,17.0
5000,28.0
6000,26.0
7000,28.0
8000,33.0
9000,33.0
10000,34.0
1000,14.0
2000,12.0
3000,18.0
4000,17.0
5000,28.0
6000,26.0
7000,28.0
8000,33.0
9000,33.0
10000,34.0
1000,14.0
2000,12.0
3000,18.0
4000,17.0
5000,28.0
6000,26.0
7000,28.0
8000,33.0
9000,33.0
10000,34.0
