1000,9.070662498474121
1000,9.070662498474121
2000,9.098312377929688
3000,9.147875785827637
4000,9.189105987548828
5000,9.207359313964844
6000,9.226698875427246
7000,9.244577407836914
8000,9.246804237365723
9000,9.24944019317627
10000,9.248044967651367
1000,9.070662498474121
2000,9.098312377929688
3000,9.147875785827637
4000,9.189105987548828
5000,9.207359313964844
6000,9.226698875427246
7000,9.244577407836914
8000,9.246804237365723
9000,9.24944019317627
10000,9.248044967651367
1000,9.070662498474121
2000,9.098312377929688
3000,9.147875785827637
4000,9.189105987548828
5000,9.207359313964844
6000,9.226698875427246
7000,9.244577407836914
8000,9.246804237365723
9000,9.24944019317627
10000,9.248044967651367
1000,9.070662498474121
2000,9.097582817077637
3000,9.139004707336426
4000,9.181516647338867
5000,9.205491065979004
6000,9.21969223022461
7000,9.24460220336914
8000,9.24674129486084
9000,9.248133659362793
10000,9.245950698852539
