1000,-6.184561665577348e-05
1000,-6.184561665577348e-05
2000,-4.759372714640146e-05
3000,-2.8493880296688682e-05
4000,-1.5721468941289155e-05
5000,7.16165673869303e-07
6000,1.3286941661287224e-06
7000,-1.3644467929907477e-06
8000,6.9880131597225655e-06
9000,8.214051541225823e-07
10000,2.032202515162377e-06
1000,-6.184561665577348e-05
2000,-4.759372714640146e-05
3000,-2.8493880296688682e-05
4000,-1.5721468941289155e-05
5000,7.16165673869303e-07
6000,1.3286941661287224e-06
7000,-1.3644467929907477e-06
8000,6.9880131597225655e-06
9000,8.214051541225823e-07
10000,2.032202515162377e-06
1000,-6.184561665577348e-05
2000,-4.759372714640146e-05
3000,-2.8493880296688682e-05
4000,-1.5721468941289155e-05
5000,7.16165673869303e-07
6000,1.3286941661287224e-06
7000,-1.3644467929907477e-06
8000,6.9880131597225655e-06
9000,8.214051541225823e-07
10000,2.032202515162377e-06
