frame,reward_mean,step_count_max,lr
1000,9.086820602416992,13,0.00029265847744427303
2000,9.110281944274902,12,0.0002713525491562421
3000,9.137185096740723,12,0.00023816778784387096
4000,9.184678077697754,18,0.0001963525491562421
5000,9.201194763183594,24,0.00015
6000,9.219334602355957,26,0.0001036474508437579
