step,reward,step_count,lr
1000,0.8290000557899475,30,0.00029265847744427303
2000,0.8800000548362732,27,0.0002713525491562421
3000,0.9250000715255737,35,0.00023816778784387096
4000,0.9460000395774841,45,0.0001963525491562421
5000,0.9660000205039978,67,0.00015
6000,0.9750000238418579,114,0.0001036474508437579
7000,0.984000027179718,110,6.183221215612905e-05
8000,0.9880000352859497,167,2.86474508437579e-05
9000,0.9900000691413879,131,7.341522555726971e-06
10000,0.9910000562667847,191,0.0
