global_step,frames,epoch,loss,loss_objective,loss_critic,loss_entropy,lr,reward,step_count
44,0,2,28.683305740356445,-0.1348971724510193,28.818248748779297,-4.6721128455828875e-05,0.0003,,
45,0,2,26.644731521606445,-0.04077399522066116,26.685562133789062,-5.733307625632733e-05,0.0003,,
46,0,3,27.170129776000977,-0.05559537932276726,27.22576904296875,-4.357976285973564e-05,0.0003,,
47,0,3,27.124588012695312,-0.09050802886486053,27.215150833129883,-5.4861215176060796e-05,0.0003,,
48,0,3,24.947921752929688,0.03329586982727051,24.914682388305664,-5.664464697474614e-05,0.0003,,
49,0,3,28.20020294189453,-0.20807884633541107,28.408348083496094,-6.671640585409477e-05,0.0003,,
50,0,3,26.47737693786621,-0.09091097861528397,26.568336486816406,-4.7870620619505644e-05,0.0003,,
51,0,3,26.643970489501953,-0.08286523073911667,26.726886749267578,-5.218805017648265e-05,0.0003,,
52,0,3,25.407976150512695,0.0023313937708735466,25.40570068359375,-5.567457992583513e-05,0.0003,,
53,0,3,24.49506378173828,0.10236392915248871,24.392730712890625,-3.015634501934983e-05,0.0003,,
54,0,3,27.100095748901367,-0.1342753767967224,27.23441505432129,-4.4679560232907534e-05,0.0003,,
55,0,3,25.65629005432129,-0.05692283809185028,25.713266372680664,-5.279201650409959e-05,0.0003,,
56,0,3,25.35185432434082,-0.04435564577579498,25.39626121520996,-5.2413804951356724e-05,0.0003,,
57,0,3,26.35091209411621,-0.06119466572999954,26.412147521972656,-4.097538476344198e-05,0.0003,,
58,0,3,26.50480842590332,-0.07610082626342773,26.580955505371094,-4.528765566647053e-05,0.0003,,
59,0,3,24.61758041381836,-0.012349210679531097,24.62999725341797,-6.60511213936843e-05,0.0003,,
60,0,3,26.593229293823242,-0.0761973187327385,26.66949462890625,-6.839507113909349e-05,0.0003,,
61,0,4,23.580839157104492,0.08231519162654877,23.498571395874023,-4.783057011081837e-05,0.0003,,
62,0,4,26.46980094909668,-0.11265035718679428,26.58249855041504,-4.858831380261108e-05,0.0003,,
63,0,4,28.07733154296875,-0.24856269359588623,28.325942993164062,-4.998075382900424e-05,0.0003,,
64,0,4,24.473388671875,-0.00985250249505043,24.483306884765625,-6.529218080686405e-05,0.0003,,
65,0,4,23.006961822509766,0.09361592680215836,22.91339874267578,-5.340007191989571e-05,0.0003,,
66,0,4,27.05197525024414,-0.21753698587417603,27.269556045532227,-4.437517418409698e-05,0.0003,,
67,0,4,26.502452850341797,-0.21495720744132996,26.71746063232422,-5.1671493565663695e-05,0.0003,,
68,0,4,21.443904876708984,0.16836757957935333,21.27558708190918,-4.919182538287714e-05,0.0003,,
69,0,4,24.914756774902344,-0.05479113385081291,24.969602584838867,-5.4936219385126606e-05,0.0003,,
70,0,4,22.41792106628418,0.08970220386981964,22.32828140258789,-6.243573443498462e-05,0.0003,,
71,0,4,22.087331771850586,0.10558674484491348,21.98179054260254,-4.492427979130298e-05,0.0003,,
72,0,4,23.078903198242188,0.07992362976074219,22.999027252197266,-4.6853823732817546e-05,0.0003,,
73,0,4,25.126956939697266,-0.18704774975776672,25.314069747924805,-6.479884905274957e-05,0.0003,,
74,0,4,23.38627815246582,-0.031811103224754333,23.41814422607422,-5.435996354208328e-05,0.0003,,
75,0,4,23.646326065063477,-0.04170655459165573,23.688077926635742,-4.625003202818334e-05,0.0003,,
76,0,5,24.690954208374023,-0.12548421323299408,24.816482543945312,-4.482139047468081e-05,0.0003,,
77,0,5,24.976913452148438,-0.12176968902349472,25.09874725341797,-6.471548113040626e-05,0.0003,,
78,0,5,25.672039031982422,-0.15814660489559174,25.830251693725586,-6.65944317006506e-05,0.0003,,
79,0,5,21.383785247802734,0.09946578741073608,21.28436851501465,-4.99147099617403e-05,0.0003,,
80,0,5,24.847503662109375,-0.1557825207710266,25.003326416015625,-3.921859024558216e-05,0.0003,,
81,0,5,22.58917999267578,0.03277825564146042,22.55645179748535,-5.052282358519733e-05,0.0003,,
82,0,5,25.19368553161621,-0.17591367661952972,25.36964225769043,-4.462045762920752e-05,0.0003,,
83,0,5,24.17017936706543,-0.13092893362045288,24.301162719726562,-5.506224260898307e-05,0.0003,,
84,0,5,20.880184173583984,0.0950784906744957,20.785139083862305,-3.459697472862899e-05,0.0003,,
85,0,5,22.994550704956055,-0.05640614032745361,23.05101776123047,-6.176458555273712e-05,0.0003,,
86,0,5,25.71856117248535,-0.2886533737182617,26.007272720336914,-5.93431614106521e-05,0.0003,,
87,0,5,21.44333267211914,0.06456238031387329,21.378820419311523,-4.939646169077605e-05,0.0003,,
88,0,5,22.241756439208984,0.012416623532772064,22.229400634765625,-6.123349885456264e-05,0.0003,,
89,0,5,22.546457290649414,-0.08725904673337936,22.633764266967773,-4.6879267756594345e-05,0.0003,,
90,0,5,24.976917266845703,-0.2436995655298233,25.22066879272461,-5.1129754865542054e-05,0.0003,,
91,0,6,23.77557373046875,-0.17804713547229767,23.95366096496582,-4.0402366721536964e-05,0.0003,,
92,0,6,20.716793060302734,0.0980844795703888,20.618764877319336,-5.641189272864722e-05,0.0003,,
93,0,6,19.73151206970215,0.0824163630604744,19.649145126342773,-4.880549022345804e-05,0.0003,,
94,0,6,20.918651580810547,-0.016391027718782425,20.935108184814453,-6.473249959526584e-05,0.0003,,
95,0,6,22.38890266418457,-0.1057615876197815,22.494720458984375,-5.48308998986613e-05,0.0003,,
96,0,6,21.756452560424805,-0.08076770603656769,21.837265014648438,-4.38358292740304e-05,0.0003,,
97,0,6,20.830020904541016,-0.009701712988317013,20.839784622192383,-6.203808879945427e-05,0.0003,,
98,0,6,19.854129791259766,0.06137782335281372,19.792821884155273,-7.015981827862561e-05,0.0003,,
99,0,6,20.462574005126953,0.005337920039892197,20.457294464111328,-5.854576011188328e-05,0.0003,,
100,0,6,21.32792854309082,-0.03200317546725273,21.35997772216797,-4.662296123569831e-05,0.0003,,
101,0,6,21.52190589904785,-0.06306807696819305,21.58502960205078,-5.526759923668578e-05,0.0003,,
102,0,6,23.55404281616211,-0.16601955890655518,23.72012710571289,-6.532605038955808e-05,0.0003,,
103,0,6,20.268301010131836,-0.0077410489320755005,20.27608871459961,-4.559366061585024e-05,0.0003,,
104,0,6,23.394556045532227,-0.19066131114959717,23.58527374267578,-5.73558900214266e-05,0.0003,,
105,0,6,21.577678680419922,-0.030610322952270508,21.608356475830078,-6.728646985720843e-05,0.0003,,
106,0,7,21.041240692138672,-0.09358344227075577,21.134876251220703,-5.133798913448118e-05,0.0003,,
107,0,7,21.162620544433594,-0.05510444939136505,21.217777252197266,-5.0745613407343626e-05,0.0003,,
108,0,7,21.41016960144043,-0.14065182209014893,21.550880432128906,-5.9419035096652806e-05,0.0003,,
109,0,7,19.65693473815918,-0.017929859459400177,19.674907684326172,-4.4467582483775914e-05,0.0003,,
110,0,7,19.47817039489746,0.07034601271152496,19.407899856567383,-7.640748663106933e-05,0.0003,,
111,0,7,18.722658157348633,0.06477043032646179,18.657947540283203,-5.896608854527585e-05,0.0003,,
112,0,7,19.712295532226562,-0.06261911988258362,19.774961471557617,-4.8074871301651e-05,0.0003,,
113,0,7,20.302406311035156,-0.0876900926232338,20.39015007019043,-5.338012852007523e-05,0.0003,,
114,0,7,18.261964797973633,0.05153311416506767,18.21048355102539,-5.2219449571566656e-05,0.0003,,
115,0,7,19.777584075927734,-0.04865778610110283,19.82628631591797,-4.3385964090703055e-05,0.0003,,
116,0,7,21.951515197753906,-0.16303715109825134,22.114601135253906,-5.041869735578075e-05,0.0003,,
117,0,7,20.253719329833984,-0.09415547549724579,20.347919464111328,-4.377531513455324e-05,0.0003,,
118,0,7,20.262100219726562,-0.09980174899101257,20.361957550048828,-5.5253498430829495e-05,0.0003,,
119,0,7,19.224468231201172,0.010458193719387054,19.214061737060547,-5.17693733854685e-05,0.0003,,
120,0,7,20.319116592407227,-0.10439711809158325,20.423572540283203,-5.884536949452013e-05,0.0003,,
121,0,8,18.736927032470703,0.044901151210069656,18.692081451416016,-5.495952791534364e-05,0.0003,,
122,0,8,21.229442596435547,-0.1719932109117508,21.401470184326172,-3.453411045484245e-05,0.0003,,
123,0,8,19.914581298828125,-0.11181873083114624,20.026443481445312,-4.3087547965114936e-05,0.0003,,
124,0,8,19.21367645263672,-0.006729632616043091,19.22047233581543,-6.616245082113892e-05,0.0003,,
125,0,8,20.43975830078125,-0.0732807144522667,20.51310157775879,-6.241281516849995e-05,0.0003,,
126,0,8,19.586158752441406,-0.10054323822259903,19.686767578125,-6.463931640610099e-05,0.0003,,
127,0,8,18.21465492248535,-0.0053015053272247314,18.21997833251953,-2.1694519091397524e-05,0.0003,,
128,0,8,18.227807998657227,-0.044423677027225494,18.272287368774414,-5.495528603205457e-05,0.0003,,
129,0,8,20.014951705932617,-0.12213145196437836,20.137130737304688,-4.692236689152196e-05,0.0003,,
130,0,8,20.756120681762695,-0.19239912927150726,20.948564529418945,-4.339197403169237e-05,0.0003,,
131,0,8,16.23708152770996,0.10723578929901123,16.129905700683594,-5.8716203056974337e-05,0.0003,,
132,0,8,18.111114501953125,-0.06123023480176926,18.17240333557129,-5.978848275844939e-05,0.0003,,
133,0,8,19.060794830322266,-0.12387162446975708,19.184728622436523,-6.23218365944922e-05,0.0003,,
134,0,8,19.77791404724121,-0.10250326991081238,19.88047218322754,-5.489293471327983e-05,0.0003,,
135,0,8,18.486661911010742,-0.08247643709182739,18.569189071655273,-5.19759560120292e-05,0.0003,,
136,0,9,19.283702850341797,-0.1273408830165863,19.411090850830078,-4.674792580772191e-05,0.0003,,
137,0,9,18.9907283782959,-0.06268993765115738,19.05348777770996,-6.921838212292641e-05,0.0003,,
138,0,9,16.27436065673828,0.1701819747686386,16.104236602783203,-5.800378494313918e-05,0.0003,,
139,0,9,19.240827560424805,-0.14436250925064087,19.385244369506836,-5.262717240839265e-05,0.0003,,
140,0,9,16.89976692199707,0.028993068262934685,16.870830535888672,-5.750556738348678e-05,0.0003,,
141,0,9,19.515350341796875,-0.1498827487230301,19.6652774810791,-4.41690135630779e-05,0.0003,,
142,0,9,18.867341995239258,-0.05997725576162338,18.927377700805664,-5.827654240420088e-05,0.0003,,
143,0,9,17.163476943969727,0.0028381310403347015,17.16069984436035,-6.189397390699014e-05,0.0003,,
144,0,9,15.338247299194336,0.10265900194644928,15.235610961914062,-2.291601413162425e-05,0.0003,,
145,0,9,16.526641845703125,0.06792449951171875,16.458765029907227,-4.848012395086698e-05,0.0003,,
146,0,9,20.860931396484375,-0.3130921721458435,21.174062728881836,-4.015556623926386e-05,0.0003,,
147,0,9,19.57964324951172,-0.22454003989696503,19.804216384887695,-3.3311720471829176e-05,0.0003,,
148,0,9,15.864371299743652,0.023904571309685707,15.840513229370117,-4.701180660049431e-05,0.0003,,
149,0,9,16.997447967529297,-0.003936760127544403,17.001434326171875,-4.910917778033763e-05,0.0003,,
150,0,9,14.18825912475586,0.1608007252216339,14.027481079101562,-2.3034835976432078e-05,0.0003,,
151,1000,0,24.47091293334961,0.07883764803409576,24.392131805419922,-5.658610461978242e-05,0.00029265847744427303,,
152,1000,0,27.63780403137207,-0.08526511490345001,27.723119735717773,-5.231645627645776e-05,0.00029265847744427303,,
153,1000,0,23.951295852661133,0.06894327700138092,23.88239860534668,-4.609320967574604e-05,0.00029265847744427303,,
154,1000,0,29.790035247802734,-0.22517338395118713,30.015256881713867,-4.85293785459362e-05,0.00029265847744427303,,
155,1000,0,28.443994522094727,-0.16016243398189545,28.60420799255371,-5.1622759201563895e-05,0.00029265847744427303,,
156,1000,0,27.000099182128906,-0.09140048921108246,27.091548919677734,-4.9541333282832056e-05,0.00029265847744427303,,
157,1000,0,25.326452255249023,-0.05739787220954895,25.383899688720703,-5.026063809054904e-05,0.00029265847744427303,,
158,1000,0,25.388465881347656,-0.00859038531780243,25.397092819213867,-3.608579208957963e-05,0.00029265847744427303,,
159,1000,0,27.005455017089844,-0.1031428724527359,27.108644485473633,-4.618726234184578e-05,0.00029265847744427303,,
160,1000,0,21.655282974243164,0.08729730546474457,21.568035125732422,-4.955981785315089e-05,0.00029265847744427303,,
161,1000,0,26.143983840942383,-0.09923266619443893,26.24324607849121,-3.0679402698297054e-05,0.00029265847744427303,,
162,1000,0,31.91465187072754,-0.3545815944671631,32.269287109375,-5.4309857659973204e-05,0.00029265847744427303,,
163,1000,0,22.318586349487305,0.11418786644935608,22.20444679260254,-4.70538143417798e-05,0.00029265847744427303,,
164,1000,0,23.93682289123535,0.017027221620082855,23.919836044311523,-4.0569510019849986e-05,0.00029265847744427303,,
165,1000,0,19.4246768951416,0.17385154962539673,19.250858306884766,-3.190724237356335e-05,0.00029265847744427303,,
166,1000,1,20.255842208862305,0.20377607643604279,20.052112579345703,-4.6654167817905545e-05,0.00029265847744427303,,
167,1000,1,26.197141647338867,-0.11253532022237778,26.309720993041992,-4.415606235852465e-05,0.00029265847744427303,,
168,1000,1,25.60564422607422,-0.0795353502035141,25.685211181640625,-3.297859075246379e-05,0.00029265847744427303,,
169,1000,1,22.833417892456055,0.025036241859197617,22.808412551879883,-3.0386765502044e-05,0.00029265847744427303,,
170,1000,1,25.345090866088867,-0.03507183492183685,25.380191802978516,-2.8250535251572728e-05,0.00029265847744427303,,
171,1000,1,25.920486450195312,-0.10127972811460495,26.021804809570312,-3.860012293444015e-05,0.00029265847744427303,,
172,1000,1,22.220006942749023,0.09697459638118744,22.123062133789062,-3.1183964892989025e-05,0.00029265847744427303,,
173,1000,1,24.815074920654297,-0.03640255331993103,24.851512908935547,-3.684389594127424e-05,0.00029265847744427303,,
174,1000,1,29.14533042907715,-0.2763924300670624,29.421749114990234,-2.76308801403502e-05,0.00029265847744427303,,
175,1000,1,23.622941970825195,-0.014113359153270721,23.6370849609375,-3.142690911772661e-05,0.00029265847744427303,,
176,1000,1,24.754817962646484,-0.0660092756152153,24.820884704589844,-5.675258580595255e-05,0.00029265847744427303,,
177,1000,1,21.84328269958496,0.09430085122585297,21.7490234375,-4.227901445119642e-05,0.00029265847744427303,,
178,1000,1,25.459266662597656,-0.0909203439950943,25.55021858215332,-3.1958548788679764e-05,0.00029265847744427303,,
179,1000,1,21.284090042114258,0.025455981492996216,21.2586612701416,-2.5871471734717488e-05,0.00029265847744427303,,
180,1000,1,25.082073211669922,-0.1217898428440094,25.203899383544922,-3.709052543854341e-05,0.00029265847744427303,,
181,1000,2,23.42367172241211,0.00762234628200531,23.41607666015625,-2.6288227672921494e-05,0.00029265847744427303,,
182,1000,2,24.63581657409668,-0.09679310768842697,24.732654571533203,-4.6707755245734006e-05,0.00029265847744427303,,
183,1000,2,27.461883544921875,-0.1372285783290863,27.599140167236328,-2.9089878808008507e-05,0.00029265847744427303,,
184,1000,2,21.734479904174805,0.032034799456596375,21.702468872070312,-2.1988525986671448e-05,0.00029265847744427303,,
185,1000,2,24.658903121948242,-0.08135317265987396,24.740297317504883,-4.187922604614869e-05,0.00029265847744427303,,
186,1000,2,25.026872634887695,-0.12689267098903656,25.153806686401367,-4.276420804671943e-05,0.00029265847744427303,,
187,1000,2,22.22660255432129,0.005021329969167709,22.22162628173828,-4.526257180259563e-05,0.00029265847744427303,,
188,1000,2,23.549165725708008,-0.07117635011672974,23.62037467956543,-3.243216997361742e-05,0.00029265847744427303,,
189,1000,2,19.542415618896484,0.19723373651504517,19.345218658447266,-3.5740446037380025e-05,0.00029265847744427303,,
190,1000,2,24.982418060302734,-0.1163460835814476,25.09877586364746,-1.2222592886246275e-05,0.00029265847744427303,,
191,1000,2,21.61245346069336,0.026569176465272903,21.585906982421875,-2.3521643015556037e-05,0.00029265847744427303,,
192,1000,2,23.73125457763672,-0.06064695119857788,23.791929244995117,-2.8230599127709866e-05,0.00029265847744427303,,
193,1000,2,18.74955177307129,0.178201824426651,18.571399688720703,-4.965163680026308e-05,0.00029265847744427303,,
194,1000,2,24.76298713684082,-0.15604762732982635,24.9190731048584,-3.7860296288272366e-05,0.00029265847744427303,,
195,1000,2,20.577930450439453,0.04678865522146225,20.531173706054688,-3.32073905155994e-05,0.00029265847744427303,,
196,1000,3,25.342098236083984,-0.13277770578861237,25.474903106689453,-2.7419730031397194e-05,0.00029265847744427303,,
197,1000,3,28.223371505737305,-0.2715899646282196,28.494993209838867,-3.261699384893291e-05,0.00029265847744427303,,
198,1000,3,23.620372772216797,-0.06598889082670212,23.68639373779297,-3.185475361533463e-05,0.00029265847744427303,,
199,1000,3,24.142343521118164,-0.15566414594650269,24.298051834106445,-4.4771950342692435e-05,0.00029265847744427303,,
200,1000,3,20.83739471435547,0.07574552297592163,20.761693954467773,-4.369256566860713e-05,0.00029265847744427303,,
201,1000,3,20.27254295349121,0.06756876409053802,20.20501136779785,-3.6439549148781225e-05,0.00029265847744427303,,
202,1000,3,20.349620819091797,0.03205229714512825,20.317617416381836,-4.887812247034162e-05,0.00029265847744427303,,
203,1000,3,22.519933700561523,0.07293643802404404,22.447025299072266,-2.901327025028877e-05,0.00029265847744427303,,
204,1000,3,28.239805221557617,-0.31286346912384033,28.55270767211914,-3.78358963644132e-05,0.00029265847744427303,,
205,1000,3,21.673015594482422,0.017319319769740105,21.655757904052734,-6.046344060450792e-05,0.00029265847744427303,,
206,1000,3,21.547605514526367,0.03987586498260498,21.50776481628418,-3.4446777135599405e-05,0.00029265847744427303,,
207,1000,3,24.992794036865234,-0.21844160556793213,25.211273193359375,-3.905786434188485e-05,0.00029265847744427303,,
208,1000,3,19.08906364440918,0.12141796201467514,18.967683792114258,-3.78004478989169e-05,0.00029265847744427303,,
209,1000,3,17.071460723876953,0.21150927245616913,16.8599853515625,-3.4250271710334346e-05,0.00029265847744427303,,
210,1000,3,21.195133209228516,0.03398095443844795,21.161190032958984,-3.794503936660476e-05,0.00029265847744427303,,
211,1000,4,20.639501571655273,0.1546171009540558,20.484939575195312,-5.5397853429894894e-05,0.00029265847744427303,,
212,1000,4,19.407258987426758,0.0813131034374237,19.325984954833984,-3.8048394344514236e-05,0.00029265847744427303,,
213,1000,4,23.160226821899414,-0.08694785833358765,23.247203826904297,-2.951686838059686e-05,0.00029265847744427303,,
214,1000,4,21.97658348083496,-0.0126940393820405,21.989309310913086,-3.3163640182465315e-05,0.00029265847744427303,,
215,1000,4,24.208755493164062,-0.1381363421678543,24.346935272216797,-4.3678886868292466e-05,0.00029265847744427303,,
216,1000,4,24.304107666015625,-0.13379862904548645,24.437950134277344,-4.391127004055306e-05,0.00029265847744427303,,
217,1000,4,24.95357894897461,-0.234026700258255,25.187639236450195,-3.504565393086523e-05,0.00029265847744427303,,
218,1000,4,21.343421936035156,-0.02674010768532753,21.370206832885742,-4.307515700929798e-05,0.00029265847744427303,,
219,1000,4,23.625843048095703,-0.1664876937866211,23.792354583740234,-2.3484568373532966e-05,0.00029265847744427303,,
220,1000,4,24.00732421875,-0.09582474827766418,24.103185653686523,-3.719259984791279e-05,0.00029265847744427303,,
221,1000,4,22.96425437927246,-0.04939788207411766,23.013687133789062,-3.372193896211684e-05,0.00029265847744427303,,
222,1000,4,22.96441650390625,-0.12412901222705841,23.088586807250977,-4.216760862618685e-05,0.00029265847744427303,,
223,1000,4,20.847684860229492,0.004534818232059479,20.84319305419922,-4.30238687840756e-05,0.00029265847744427303,,
224,1000,4,27.31679344177246,-0.2904863655567169,27.607337951660156,-5.694268111255951e-05,0.00029265847744427303,,
225,1000,4,17.304805755615234,0.17155256867408752,17.13327407836914,-2.181272611778695e-05,0.00029265847744427303,,
226,1000,5,22.15806770324707,-0.10325679928064346,22.261362075805664,-3.774166543735191e-05,0.00029265847744427303,,
227,1000,5,21.708057403564453,-0.0010499702766537666,21.70914649963379,-4.084737884113565e-05,0.00029265847744427303,,
228,1000,5,21.16437339782715,-0.04145020619034767,21.205860137939453,-3.687420758069493e-05,0.00029265847744427303,,
229,1000,5,24.65190315246582,-0.20568901300430298,24.857624053955078,-3.239706711610779e-05,0.00029265847744427303,,
230,1000,5,21.496917724609375,-0.03118189424276352,21.528146743774414,-4.8193200200330466e-05,0.00029265847744427303,,
231,1000,5,24.297744750976562,-0.16857776045799255,24.46637535095215,-5.302787394612096e-05,0.00029265847744427303,,
232,1000,5,19.829708099365234,0.10237544775009155,19.727367401123047,-3.509081943775527e-05,0.00029265847744427303,,
233,1000,5,18.269329071044922,0.1547691822052002,18.114578247070312,-1.964435250556562e-05,0.00029265847744427303,,
234,1000,5,19.232593536376953,0.08329556882381439,19.149333953857422,-3.6667988752014935e-05,0.00029265847744427303,,
235,1000,5,24.03696632385254,-0.19466400146484375,24.231657028198242,-2.5883709895424545e-05,0.00029265847744427303,,
236,1000,5,19.633726119995117,0.02956131100654602,19.60420036315918,-3.563955033314414e-05,0.00029265847744427303,,
237,1000,5,20.89702033996582,-0.09076295793056488,20.987823486328125,-4.0234695916296914e-05,0.00029265847744427303,,
238,1000,5,23.33896255493164,-0.10703639686107635,23.4460391998291,-3.991020275861956e-05,0.00029265847744427303,,
239,1000,5,21.79063606262207,-0.05274353176355362,21.843429565429688,-5.046404476161115e-05,0.00029265847744427303,,
240,1000,5,17.296842575073242,0.11618533730506897,17.180707931518555,-5.1272792916279286e-05,0.00029265847744427303,,
241,1000,6,18.956985473632812,0.031832270324230194,18.92518424987793,-3.0986095225671306e-05,0.00029265847744427303,,
242,1000,6,20.159265518188477,0.025068232789635658,20.13425064086914,-5.3542840760201216e-05,0.00029265847744427303,,
243,1000,6,22.898700714111328,-0.13802199065685272,23.036762237548828,-4.032623837701976e-05,0.00029265847744427303,,
244,1000,6,22.248815536499023,-0.092212975025177,22.341073989868164,-4.489205457502976e-05,0.00029265847744427303,,
245,1000,6,21.90321922302246,-0.11961629241704941,22.022869110107422,-3.4604152460815385e-05,0.00029265847744427303,,
246,1000,6,16.25693702697754,0.14289698004722595,16.114070892333984,-3.0695373425260186e-05,0.00029265847744427303,,
247,1000,6,22.33047103881836,-0.12328802049160004,22.453794479370117,-3.538440432748757e-05,0.00029265847744427303,,
248,1000,6,18.508329391479492,0.022152084857225418,18.48621368408203,-3.717609433806501e-05,0.00029265847744427303,,
249,1000,6,21.448213577270508,-0.02984989993274212,21.478099822998047,-3.6061665014130995e-05,0.00029265847744427303,,
250,1000,6,21.60916519165039,-0.01919464021921158,21.628398895263672,-3.737409133464098e-05,0.00029265847744427303,,
251,1000,6,21.60508155822754,-0.0023793894797563553,21.607505798339844,-4.519379581324756e-05,0.00029265847744427303,,
252,1000,6,25.310382843017578,-0.24694864451885223,25.5573673248291,-3.612651562434621e-05,0.00029265847744427303,,
253,1000,6,22.730146408081055,-0.16337400674819946,22.89358139038086,-6.012303492752835e-05,0.00029265847744427303,,
254,1000,6,18.98989486694336,-0.004193337168544531,18.994136810302734,-4.683012957684696e-05,0.00029265847744427303,,
255,1000,6,18.121801376342773,0.0809163823723793,18.040912628173828,-2.698070056794677e-05,0.00029265847744427303,,
256,1000,7,20.603788375854492,-0.07796508073806763,20.681793212890625,-4.022882421850227e-05,0.00029265847744427303,,
257,1000,7,16.47721290588379,0.12622438371181488,16.350990295410156,-1.265758555746288e-06,0.00029265847744427303,,
258,1000,7,15.334671974182129,0.20845094323158264,15.126259803771973,-3.870237560477108e-05,0.00029265847744427303,,
259,1000,7,17.983814239501953,0.020538100972771645,17.963294982910156,-1.8528036889620125e-05,0.00029265847744427303,,
260,1000,7,21.292146682739258,-0.10438324511051178,21.396575927734375,-4.574788181344047e-05,0.00029265847744427303,,
