step,reward,step_count,lr
1000,9.078516960144043,11,0.0002999259840548597
2000,9.126956939697266,11,0.0002997040092642407
3000,9.152888298034668,19,0.000299334294690462
4000,9.190058708190918,23,0.0002988172051971717
5000,9.219213485717773,28,0.00029815325108927063
6000,9.226049423217773,33,0.00029734308760930326
7000,9.245037078857422,35,0.00029638751429081204
8000,9.247312545776367,43,0.0002952874741692946
9000,9.243967056274414,41,0.00029404405285154137
10000,9.238359451293945,37,0.0002926584774442729
11000,9.247406959533691,37,0.00029113211534313374
12000,9.23812484741211,37,0.0002894664728832376
13000,9.259711265563965,64,0.0002876631938525971
14000,9.26710319519043,62,0.0002857240578699029
15000,9.263509750366211,61,0.00028365097862825513
16000,9.259284019470215,44,0.0002814460020065795
17000,9.281109809875488,79,0.0002791113040505915
18000,9.274613380432129,78,0.00027664918882530225
19000,9.274890899658203,59,0.00027406208614118424
20000,9.276203155517578,59,0.0002713525491562421
21000,9.29101848602295,83,0.00026852325185635354
22000,9.291186332702637,69,0.00026557698641636835
23000,9.286534309387207,87,0.0002625166604445689
24000,9.294934272766113,78,0.0002593452941132117
25000,9.29572868347168,82,0.0002560660171779821
26000,9.295777320861816,72,0.0002526820658893033
27000,9.301310539245605,109,0.00024919677979854776
28000,9.298307418823242,83,0.00024561359846230347
29000,9.307929992675781,138,0.0002419360580479465
30000,9.306564331054688,88,0.000238167787843871
31000,9.303650856018066,94,0.0002343125066778196
32000,9.312292098999023,137,0.00023037401924684946
33000,9.303635597229004,88,0.00022635621236255567
34000,9.314184188842773,164,0.00022226305111525726
35000,9.318170547485352,144,0.00021809857496093199
36000,9.318422317504883,129,0.00021386689373476087
37000,9.311990737915039,134,0.00020957218359521706
38000,9.310399055480957,131,0.0002052186829027017
39000,9.316722869873047,158,0.00020081068803679371
40000,9.303494453430176,126,0.0001963525491562421
41000,9.320080757141113,137,0.00019184866590588439
42000,9.302227020263672,99,0.00018730348307472816
43000,9.314518928527832,176,0.00018272148620948137
44000,9.30406665802002,77,0.0001781071971878587
45000,9.30875015258789,101,0.00017346516975603462
46000,9.30605697631836,103,0.00016879998503464564
47000,9.318307876586914,105,0.00016411624699777712
48000,9.307851791381836,94,0.000159418577929397
49000,9.313084602355957,106,0.00015471161386171925
50000,9.312283515930176,113,0.00015
51000,9.302687644958496,83,0.00014528838613828076
52000,9.307265281677246,115,0.000140581422070603
53000,9.307561874389648,103,0.00013588375300222286
54000,9.307592391967773,97,0.00013120001496535439
55000,9.317028045654297,106,0.00012653483024396538
56000,9.29839038848877,95,0.00012189280281214133
57000,9.318455696105957,163,0.00011727851379051867
58000,9.316744804382324,116,0.00011269651692527179
59000,9.310428619384766,87,0.00010815133409411564
60000,9.318448066711426,119,0.00010364745084375795
61000,9.317296981811523,117,9.918931196320631e-05
62000,9.320384979248047,148,9.478131709729837e-05
63000,9.312808990478516,116,9.042781640478291e-05
64000,9.316946029663086,142,8.613310626523912e-05
65000,9.32429313659668,183,8.1901425039068e-05
66000,9.313530921936035,151,7.77369488847427e-05
67000,9.313743591308594,160,7.364378763744432e-05
68000,9.315555572509766,140,6.962598075315048e-05
69000,9.316507339477539,139,6.568749332218041e-05
70000,9.315572738647461,198,6.183221215612906e-05
71000,9.318562507629395,196,5.8063941952053524e-05
72000,9.32328987121582,229,5.438640153769655e-05
73000,9.31867790222168,172,5.0803220201452255e-05
74000,9.325785636901855,186,4.73179341106967e-05
75000,9.320996284484863,184,4.393398282201789e-05
76000,9.323266983032227,235,4.0654705886788306e-05
77000,9.31966495513916,137,3.748333955543108e-05
78000,9.317508697509766,166,3.4423013583631635e-05
79000,9.327014923095703,251,3.147674814364644e-05
80000,9.31627082824707,207,2.86474508437579e-05
81000,9.33204174041748,162,2.593791385881576e-05
82000,9.330470085144043,295,2.335081117469777e-05
83000,9.319392204284668,197,2.0888695949408438e-05
84000,9.334263801574707,308,1.8553997993420465e-05
85000,9.332725524902344,317,1.6349021371744834e-05
86000,9.33671760559082,345,1.4275942130097098e-05
87000,9.332427024841309,343,1.2336806147402864e-05
88000,9.32083797454834,277,1.0533527116762298e-05
89000,9.326375007629395,226,8.867884656866183e-06
90000,9.338775634765625,471,7.341522555726971e-06
91000,9.33202838897705,472,5.955947148458557e-06
92000,9.330451011657715,283,4.712525830705355e-06
93000,9.334501266479492,387,3.612485709187901e-06
94000,9.32645034790039,286,2.6569123906966916e-06
95000,9.336973190307617,364,1.8467489107293509e-06
96000,9.336359977722168,345,1.1827948028283352e-06
97000,9.336545944213867,769,6.657053095380005e-07
98000,9.32384204864502,246,2.9599073575926616e-07
99000,9.328827857971191,386,7.401594514025999e-08
100000,9.32823657989502,205,0.0
